key,start,end,sentence,anger,confident,disgust,dominant,eloquent,entertaining,fear,gender,happiness,humorous,is_opinion,narcissist,nervous,passionate,persuasive,relaxed,reserved,sadness,sarcastic,surprise,sentiment,secret_word1,secret_word2,secret_word3
HfTLQqNNsnM_0,0.06,2.77,bonjour je guillaume mais tu peux aussi monsieur love,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,{},{},{}
HfTLQqNNsnM_1,5.36,8.098571,cest la question que vous mavez posé voici la réponse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,sentiments,émotions,attributs
HfTLQqNNsnM_2,10.23,20.26,dans cette vidéo je vais supposer que le garçon que tu veux attirer tu le croises souvent soit à au travail dans un parc à la bibliothèque ça peut être aussi dans un club de sport dans la rue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,sentiments,émotions,attributs
HfTLQqNNsnM_3,20.82,21.59,ca peut être un peu partout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_4,23.86,26.44,pour attirer son attention tu dois mettre en avant tes atouts,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_5,26.94,29.78,par exemple si tu as une chevelure magnifique pas tes cheveux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,{},{},{}
HfTLQqNNsnM_6,30.3,32.51,si tu as des yeux envoûtants ne porte pas de lunette,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6666666666666666,banane,bureau,augmenter
HfTLQqNNsnM_7,32.88,34.96,si tu as de longues jambes ne mets pas des pantalons larges,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_8,35.46,37.69,si tu chantes divinement va avec lui dans un karaoké,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_9,38.44,42.94,si tu douée au tennis joue avec lui et si tu as une grande culture générale joue au trivial pursuit,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,banane,bureau,augmenter
HfTLQqNNsnM_10,45.06,46.7,tu dois aussi lui faire comprendre te plait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_11,47.1,48.81,pour ça utilise ton langage corporel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_12,49.48,50.6,parle dans ma vidéo ici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_13,51.07,51.62,signes fille,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_14,52.86,58.33,imaginons que malgré ses conseils tu toujours pas réussi à attirer son attention de ton regard,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_15,60.53,63.45,simple regard tu peux donner envie à un garçon de à toi,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_16,64.12,70.25,il faut donc mettre en avant ton regard grâce au maquillage mascara fard à paupières enfin tu connais,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1.0,banane,bureau,augmenter
HfTLQqNNsnM_17,70.82,73.52,plus tes yeux seront grands plus le garçon sera attiré par toi,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6666666666666666,sentiments,émotions,attributs
HfTLQqNNsnM_18,73.83,74.82,la raison est biologique,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6666666666666666,banane,bureau,augmenter
HfTLQqNNsnM_19,75.24,78.33,ca stimule son envie de te protéger et ça accentue sa virilité,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,banane,bureau,augmenter
HfTLQqNNsnM_20,78.84,82.95,les grands yeux font passer plus pour ça que les princesses disney en ont des grands,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_21,83.5,84.83,tout comme les personnages de mangas,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.0,banane,bureau,augmenter
HfTLQqNNsnM_22,86.48,89.8,bon pas une raison pour écarquiller les yeux quand tu le verras sinon il va fuir,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_23,90.25,93.15,la manière dont tu vas aussi te servir de ton regard est très importante,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_24,93.75,98.13,regard en coin de regard soutenu regard pétillant dilatation des pupilles,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_25,98.64,100.09,ai déjà parlé dans mes précédentes vidéos,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_26,101.109,103.339,sur le regard parce que ce y a de plus efficace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,{},{},{}
HfTLQqNNsnM_27,103.87,110.31,ca arrivé de sortir avec une fille qui ne me plaisait pas physiquement uniquement parce que dans son regard senti était attirée par moi,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.6666666666666666,banane,bureau,augmenter
HfTLQqNNsnM_28,110.99,116.8,bon je ne vais pas comment te maquiller les yeux parce que je sais rien et parce que je suis sûr que tu abonnée à plein de youtubeuse beauté,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_29,119.14,121.81,si tu te trouves trop grosse ou trop maigre ne fais pas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,sentiments,émotions,attributs
HfTLQqNNsnM_30,122.3,127.22,grâce à des chercheurs néerlandais on sait maintenant que la majorité des garçons sont attirés par des filles qui ont un,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,{},{},{}
HfTLQqNNsnM_31,130.6,137.15,bien entendu pour mettre en valeur ta silhouette choisis plutôt la robe cintrée avec des chaussures à talon plutôt survêtement avec des baskets,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_32,139.28,142.17,le gloss ou le rouge à lèvre est un bon moyen son attention,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,sentiments,émotions,attributs
HfTLQqNNsnM_33,142.42,144.96,quand jétais ado dès que je voyais une fille qui en mettait ça me donnait envie de,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0.0,banane,bureau,augmenter
HfTLQqNNsnM_34,147.62,150.11,je ai déjà parlé les garçons sont attirés par ce pas,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.6666666666666666,banane,bureau,augmenter
HfTLQqNNsnM_35,150.61,153.69,pour cette raison vont accorder beaucoup à la poitrine fille,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,sentiments,émotions,attributs
HfTLQqNNsnM_36,154.39,157.84,bon je te rassure que tu aies une petite ou grosse poitrine ce pas ça qui compte,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_37,158.59,162.48,juste le fait que tu aies une poitrine qui va faire que le garçon aura envie de la regarder,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,banane,bureau,augmenter
HfTLQqNNsnM_38,163.27,165.77,pas à bien te tenir droite et à mettre en avant ta poitrine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3333333333333333,banane,bureau,augmenter
